2022-02-07 17:59:53,223 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-02-07 17:59:53,256 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-02-07 17:59:53,257 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-02-07 17:59:53,257 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-02-07 17:59:53,273 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-02-07 17:59:53,274 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-02-07 17:59:53,274 INFO  SwAddin.cs: 201 - Setting up command manager
2022-02-07 17:59:53,275 INFO  SwAddin.cs: 204 - Adding command manager
2022-02-07 17:59:53,277 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-02-07 17:59:53,278 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-02-07 17:59:53,278 INFO  SwAddin.cs: 210 - Adding event handlers
2022-02-07 17:59:53,294 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-02-07 18:01:27,328 INFO  SwAddin.cs: 351 - Part export called
2022-02-07 18:01:27,362 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ur3.SLDPRT
2022-02-07 18:01:27,367 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3.SLDPRT
2022-02-07 18:01:27,368 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ur3.SLDPRT
2022-02-07 18:01:27,368 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ur3.SLDPRT
2022-02-07 18:01:27,368 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3.SLDPRT
2022-02-07 18:01:27,369 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ur3.SLDPRT
2022-02-07 18:01:27,369 INFO  SwAddin.cs: 367 - Showing part
2022-02-07 18:01:33,414 WARN  : 0 - Icon overlay construction!
2022-02-07 18:01:33,477 INFO  : 0 - Checked pinning state: False
2022-02-07 18:01:33,477 INFO  : 0 - Checked pinning state: False
2022-02-07 18:01:33,477 INFO  : 0 - Checked pinning state: False
2022-02-07 18:02:22,253 INFO  SwAddin.cs: 294 - Assembly export called for file ×°ÅäÌå1
2022-02-07 18:02:22,254 INFO  SwAddin.cs: 299 - Save is required
2022-02-07 18:02:22,255 INFO  SwAddin.cs: 313 - Saving assembly
2022-02-07 18:02:22,255 INFO  SwAddin.cs: 316 - Opening property manager
2022-02-07 18:02:22,257 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ×°ÅäÌå1
2022-02-07 18:02:22,258 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ×°ÅäÌå1
2022-02-07 18:02:22,259 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ×°ÅäÌå1
2022-02-07 18:02:22,259 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-07 18:02:22,260 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-02-07 18:02:22,261 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ur3-1
2022-02-07 18:02:22,262 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3-1
2022-02-07 18:02:22,262 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ur3-1
2022-02-07 18:02:22,262 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ×°ÅäÌå1
2022-02-07 18:02:22,263 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ×°ÅäÌå1
2022-02-07 18:02:22,263 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ×°ÅäÌå1
2022-02-07 18:02:22,263 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-07 18:02:22,264 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-02-07 18:02:22,264 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ur3-1
2022-02-07 18:02:22,264 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3-1
2022-02-07 18:02:22,265 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ur3-1
2022-02-07 18:02:22,452 INFO  SwAddin.cs: 339 - Loading config tree
2022-02-07 18:02:22,456 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-02-07 18:02:22,459 INFO  SwAddin.cs: 344 - Showing property manager
2022-02-07 18:02:31,945 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-07 18:02:45,806 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2022-02-07 18:02:45,901 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-07 18:07:48,250 INFO  : 0 - Checked pinning state: False
2022-02-07 18:11:04,340 INFO  : 0 - Checked pinning state: False
2022-02-07 18:12:52,169 INFO  : 0 - Checked pinning state: False
2022-02-07 18:14:57,739 INFO  : 0 - Checked pinning state: False
2022-02-07 18:16:39,078 INFO  : 0 - Checked pinning state: False
2022-02-07 18:17:34,861 INFO  : 0 - Checked pinning state: False
2022-02-07 18:19:23,876 INFO  : 0 - Checked pinning state: False
2022-02-07 19:32:05,392 INFO  : 0 - Checked pinning state: False
2022-02-07 19:41:34,375 INFO  : 0 - Checked pinning state: False
2022-02-07 19:43:21,583 INFO  SwAddin.cs: 294 - Assembly export called for file ur3.SLDASM
2022-02-07 19:43:21,584 INFO  SwAddin.cs: 299 - Save is required
2022-02-07 19:43:21,584 INFO  SwAddin.cs: 313 - Saving assembly
2022-02-07 19:43:22,742 INFO  SwAddin.cs: 316 - Opening property manager
2022-02-07 19:43:22,742 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ur3.SLDASM
2022-02-07 19:43:22,743 INFO  ExportHelperExtension.cs: 1136 - Found 49 in ur3.SLDASM
2022-02-07 19:43:22,743 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ur3.SLDASM
2022-02-07 19:43:22,743 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-07 19:43:22,744 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2022-02-07 19:43:22,744 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ur3link6-1
2022-02-07 19:43:22,745 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3link6-1
2022-02-07 19:43:22,745 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ur3link6-1
2022-02-07 19:43:22,746 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ur3link4-1
2022-02-07 19:43:22,746 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3link4-1
2022-02-07 19:43:22,747 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ur3link4-1
2022-02-07 19:43:22,748 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ur3link3-1
2022-02-07 19:43:22,749 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3link3-1
2022-02-07 19:43:22,750 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ur3link3-1
2022-02-07 19:43:22,750 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ur3base-1
2022-02-07 19:43:22,751 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3base-1
2022-02-07 19:43:22,752 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ur3base-1
2022-02-07 19:43:22,753 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ur3link1-1
2022-02-07 19:43:22,753 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3link1-1
2022-02-07 19:43:22,754 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ur3link1-1
2022-02-07 19:43:22,755 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ur3link2-1
2022-02-07 19:43:22,756 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3link2-1
2022-02-07 19:43:22,757 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ur3link2-1
2022-02-07 19:43:22,757 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ur3link5-1
2022-02-07 19:43:22,758 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3link5-1
2022-02-07 19:43:22,759 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ur3link5-1
2022-02-07 19:43:22,760 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ur3.SLDASM
2022-02-07 19:43:22,760 INFO  ExportHelperExtension.cs: 1136 - Found 49 in ur3.SLDASM
2022-02-07 19:43:22,761 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in ur3.SLDASM
2022-02-07 19:43:22,762 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-07 19:43:22,762 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2022-02-07 19:43:22,763 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ur3link6-1
2022-02-07 19:43:22,763 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3link6-1
2022-02-07 19:43:22,764 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ur3link6-1
2022-02-07 19:43:22,765 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ur3link4-1
2022-02-07 19:43:22,765 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3link4-1
2022-02-07 19:43:22,766 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ur3link4-1
2022-02-07 19:43:22,767 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ur3link3-1
2022-02-07 19:43:22,767 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3link3-1
2022-02-07 19:43:22,768 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ur3link3-1
2022-02-07 19:43:22,768 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ur3base-1
2022-02-07 19:43:22,769 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3base-1
2022-02-07 19:43:22,770 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ur3base-1
2022-02-07 19:43:22,770 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ur3link1-1
2022-02-07 19:43:22,771 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3link1-1
2022-02-07 19:43:22,772 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ur3link1-1
2022-02-07 19:43:22,772 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ur3link2-1
2022-02-07 19:43:22,773 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3link2-1
2022-02-07 19:43:22,774 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ur3link2-1
2022-02-07 19:43:22,775 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ur3link5-1
2022-02-07 19:43:22,775 INFO  ExportHelperExtension.cs: 1136 - Found 59 in ur3link5-1
2022-02-07 19:43:22,776 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ur3link5-1
2022-02-07 19:43:22,950 INFO  SwAddin.cs: 339 - Loading config tree
2022-02-07 19:43:22,951 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-02-07 19:43:22,952 INFO  SwAddin.cs: 344 - Showing property manager
2022-02-07 19:43:36,256 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-07 19:43:37,138 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-07 19:43:53,261 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-07 19:44:11,025 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-07 19:44:26,394 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-07 19:44:29,413 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-07 19:44:29,445 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-07 19:44:48,761 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-07 19:45:38,740 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-07 19:45:53,727 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-02-07 19:45:56,011 INFO  ExportHelperExtension.cs: 347 - Creating joint link1
2022-02-07 19:45:56,017 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2022-02-07 19:45:56,018 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2022-02-07 19:45:56,234 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2022-02-07 19:45:56,236 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-02-07 19:45:56,236 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-02-07 19:45:56,236 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-02-07 19:45:56,261 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 25
2022-02-07 19:45:59,727 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child link1 failed
2022-02-07 19:46:00,682 INFO  ExportHelperExtension.cs: 347 - Creating joint link2
2022-02-07 19:46:00,682 INFO  ExportHelperExtension.cs: 1397 - Fixing components for link1
2022-02-07 19:46:00,682 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
